,Topik 1,Topik 2,Topik 3
navigasi,6.648390055026658e-06,7.126165682587325e-06,7.405376563223761e-05
nazief,7.207164844719533e-05,8.26302811578145e-06,6.732160793556598e-06
naã,0.0007202096158282017,0.0007874948911267493,0.00026365870478721964
nb,6.648390086646496e-06,7.179417603042733e-06,4.034265535889942e-05
nbc,3.9890341963402256e-05,7.126165794698413e-06,4.039296096655103e-05
ndcg,6.649918125662938e-06,0.0005407976584565106,7.477811188426071e-06
nearest,6.64839005546652e-06,4.275699357451479e-05,6.7321605829170504e-06
negara,0.000349717836143969,0.00024839574743448,7.096544010602834e-05
negaranegara,0.00010626583446717757,7.240539265241517e-06,6.733882000554143e-06
negatif,0.0001966383370375303,0.0002582864060500999,0.00018296915203085617
negeri,0.0009437199818654398,7.138041946830049e-06,0.0007072214606754406
neighbhor,6.64839005546652e-06,4.275699357451479e-05,6.7321605829170504e-06
neighbor,6.79264250617832e-06,0.0006682729174829305,2.1549336177346316e-05
neighborknn,6.648390047403999e-06,7.838782167553723e-05,6.7321605746105016e-06
neighbour,3.9098767160532275e-05,7.857074606897276e-06,6.843210167353178e-06
neighbourcosin,3.9098767160532275e-05,7.857074606897276e-06,6.843210167353178e-06
neighbourq,6.648390045557813e-06,4.2731562610913466e-05,6.756185480695631e-06
nelayan,6.747373556776924e-06,7.126165697791592e-06,0.0003769007584462672
nem,3.9841948022881924e-05,7.178035100573982e-06,6.732160605580501e-06
nema,6.648390148460717e-06,4.262992693703854e-05,6.852201622451458e-06
nenek,3.951954814137705e-05,7.126165787073433e-06,7.10762422816717e-06
neovascularo,6.648390064828434e-06,4.27569935541946e-05,6.732160592633795e-06
neraca,3.98342761693345e-05,7.1261657112526906e-06,6.7889306605822455e-06
nerv,6.648390029529185e-06,7.838782171434523e-05,6.7321605560483895e-06
net,3.989033977866038e-05,7.12616573003344e-06,6.732160625267216e-06
netral,6.648390111460489e-06,4.7871840967965495e-05,0.00013654332307169893
netralakurasi,6.6483900786158535e-06,7.12616570967282e-06,4.0392962967786405e-05
network,0.00030483168212437465,0.0009387316257639981,0.00054139558276923
neural,6.728615323298425e-06,0.0007620450074582269,0.00020231315197166155
neurolog,6.648390077848636e-06,4.275699352592671e-05,6.732160606154369e-06
neuron,6.648390077848636e-06,4.275699352592671e-05,6.732160606154369e-06
neurostimul,6.648390067106387e-06,4.27569935492759e-05,6.732160594973855e-06
new,3.7150916911903075e-05,7.340768150229058e-06,9.303363482628577e-06
next,6.648390060827263e-06,4.275699356283646e-05,6.732160588521359e-06
ngakibatkan,6.648390082733192e-06,7.126165714363172e-06,4.039296295918612e-05
ngengat,2.3609395956229248e-05,7.126166072826682e-06,2.3218246001557507e-05
ngram,0.00011549191585781821,0.00017549450138906183,6.74434913237947e-06
ngudia,3.9890339876680415e-05,7.126165676288532e-06,6.732160576785899e-06
nguyen,0.00010580538565323983,7.193281224123399e-06,7.244777673348829e-06
niai,3.9846243313430294e-05,7.126165703033567e-06,6.7768127367907795e-06
nich,6.6483900395663175e-06,7.126165664784296e-06,0.00014137537089460613
nik,6.797909909715167e-06,7.126165726797132e-06,4.024155915220868e-05
nikto,6.648390065201873e-06,7.1261656943432905e-06,7.405376561082813e-05
nilai,0.010393031779772898,0.010287256464731385,0.006908343214986722
nilainilai,7.313230620003092e-05,7.149190841164716e-06,4.037119454488078e-05
nilainya,6.648390042852613e-06,0.00011401864976898445,6.732160569879831e-06
nillai,3.989033989386205e-05,7.126165666863805e-06,6.732160568291472e-06
nirkabel,0.00016820662510654322,7.126165737995194e-06,4.510308750883866e-05
nlp,6.701289842403033e-06,0.00011396194839523236,6.7321605859272505e-06
nm,6.648390049657397e-06,4.2756993587085805e-05,6.732160576923476e-06
nmap,6.648390058144376e-06,7.12616568620407e-06,4.039296301068717e-05
nmf,6.64839013448496e-06,7.769528439000296e-06,0.00014076757949709615
nn,6.64839006102125e-06,7.157022290414312e-06,4.036381246256195e-05
no,0.00023934203980567557,7.126165676001428e-06,6.732160576578136e-06
node,6.658848730145337e-06,0.0001368901300801818,0.00015341866507544518
nois,6.6922155627788125e-06,0.001289775933362552,6.744506225115229e-06
noisi,6.6483900823452e-06,4.2756993516386635e-05,6.7321606106137175e-06
nokia,6.648390059551125e-06,4.275699356558443e-05,6.732160587217558e-06
nol,6.875512262864931e-06,4.1709096374575106e-05,4.11529382748275e-05
nole,6.648390067953876e-06,7.126165697465517e-06,4.0392962990115176e-05
nomer,0.0001063365380661967,7.162930278091772e-06,6.735605520457115e-06
nomin,7.275982343984432e-05,7.525398708545583e-06,6.73216065207859e-06
nomor,0.0006820755851531171,0.0005903731734153917,0.00032019209045351226
nomorâ,6.92229608524675e-06,4.2463403669579246e-05,6.732160647374211e-06
non,0.00035557153745081167,0.00027442229088967815,6.789640762847895e-06
nonakademik,6.828506601841676e-06,7.126165745505875e-06,0.00010753218215024301
nonbayangan,0.00010558489247130763,7.972238061135926e-06,6.732160716728157e-06
nonfakulta,7.078729377832031e-06,7.792655660112805e-05,6.732160683159529e-06
nonfoc,6.648390083336101e-06,4.275699351405622e-05,6.732160611811895e-06
nonfuzzi,6.720058338924545e-06,7.126165700430906e-06,4.032039168728915e-05
nonimag,6.648390052399844e-06,4.27569935811612e-05,6.732160579743473e-06
nonlinear,6.648390072064491e-06,4.275699353848937e-05,6.7321606001433755e-06
nonneg,6.648390139246061e-06,7.773027883549468e-06,7.344266830181967e-05
nonnormalisasi,6.648390052399844e-06,4.27569935811612e-05,6.732160579743473e-06
nonpelajar,7.424718553037629e-06,7.126165709749171e-06,7.326765527461142e-05
nonprolif,6.648390050339389e-06,7.838782166920366e-05,6.732160577621476e-06
norm,6.648390051898058e-06,4.27569935822322e-05,6.73216057923981e-06
normal,6.754902611522761e-06,0.001127775030823614,5.874250781762452e-05
normalisasi,8.499528891974561e-06,0.00039708124714991715,4.039283034650705e-05
notaben,3.9890329359701803e-05,7.126165814268412e-06,4.0392973710571525e-05
notasi,6.648390060369335e-06,4.2714389201001944e-05,6.772409359208107e-06
notepad,6.689862618563493e-06,7.126165707843523e-06,4.035096787044645e-05
notif,6.648390050226948e-06,7.1261656771139644e-06,7.40537656422686e-05
notoedress,6.759260162267237e-06,4.263815592947473e-05,6.7321606208052196e-06
novemb,7.078645536599029e-06,4.229581835549568e-05,6.732160709968034e-06
npc,0.00017264237442459414,7.126165706458702e-06,6.950644623009092e-06
npcr,6.6483900643551305e-06,4.274725920875252e-05,6.741356727406626e-06
npd,3.980949701584703e-05,7.126165703128799e-06,6.814022042073457e-06
npdr,6.6483900470397595e-06,0.00011401864975992592,6.7321605741975705e-06
npk,6.648390101565161e-06,0.00011380226944843536,6.936577181139741e-06
nucleu,6.648390059491171e-06,4.275699356577005e-05,6.732160587102916e-06
number,0.00013936477302813605,7.395650102900519e-06,6.732160616392732e-06
numerik,7.75679972610552e-06,0.0001840922421730173,6.732160607318227e-06
nurul,6.648390046786812e-06,7.126165673093229e-06,4.0392963034573876e-05
nusa,7.3128995343634e-05,7.1296969541079995e-06,6.732160575543419e-06
nusantara,3.989033630773827e-05,7.126165761664909e-06,4.039296672468441e-05
nwindow,6.7885998085537756e-06,4.26067078012039e-05,6.732160655282786e-06
nyala,0.00010631257623382106,7.192260626070985e-06,6.7321605992955506e-06
nyaman,9.665625270534918e-05,7.2146976500684296e-06,8.381056372949542e-05
nyamuk,7.313228985070999e-05,7.12616568411021e-06,6.7321605836596374e-06
nyanyian,6.648390062362778e-06,7.126165691119323e-06,4.0392963001772084e-05
nyata,0.0004084937394967379,0.00014274480113119224,0.000447866493772575
nyawa,6.694169991423988e-06,4.270792371420788e-05,6.732160606016639e-06
nyeri,0.0001395782063688238,7.132511748401294e-06,6.7646274469407235e-06
obat,0.0004362067112089005,9.005256318547804e-05,0.0010081560656437314
obati,3.989033982950643e-05,7.1261657021137006e-06,6.732160600156773e-06
obatobat,3.931360634821397e-05,7.3813719350260045e-06,7.075065091146907e-06
obatobatan,6.978577663433802e-06,4.3653632483045786e-05,0.0001401939592107749
object,8.624308573841192e-05,8.350251389713309e-05,8.960667375633223e-05
objek,0.001073461084451067,0.0016711377801704418,0.0003839411780214077
objeknya,6.648390071305836e-06,4.2756993540255644e-05,6.732160599242993e-06
objektif,0.00022673414759720188,6.972453496531864e-05,6.134401085966466e-05
objektifita,4.7331866077786634e-05,7.142049862063754e-06,0.00010016427213022948
objektivita,0.00010202396579477262,7.126165752154606e-06,4.4798051161935474e-05
observasi,6.905587711677769e-06,7.12990172774438e-06,0.00014111140300382977
observatori,3.9636780874372696e-05,7.126165880566409e-06,6.9889142602074915e-06
obyek,0.0006086110180070428,0.001770653173456425,0.00012107996673625676
obyekobyek,6.9921105023986735e-06,7.801940024308634e-05,6.7321606422092195e-06
obyektif,0.00023927991614528435,7.164686687956843e-06,6.758675814128436e-06
obyektifita,1.957263508370564e-05,7.126165768110493e-06,9.462747607275964e-05
ocak,6.648390053538417e-06,7.126165680848661e-06,4.039296302041051e-05
ocr,7.222767002432863e-06,7.686768755212207e-05,7.586632435463311e-06
od,6.648390036163565e-06,0.0008266352114545578,6.732160562882131e-06
odema,6.648390049864076e-06,4.275699358686218e-05,6.732160576925449e-06
oemain,3.9890339790495544e-05,7.126165723516377e-06,6.732160619439716e-06
of,0.0004459629343355534,0.001245645142611863,0.0005124713964537042
off,6.68257387745436e-06,7.835118128046965e-05,6.732160574809742e-06
offic,4.1692130842692834e-05,4.0825718671263074e-05,6.732161872368982e-06
offlin,6.6483901128546515e-06,7.838783269811542e-05,4.0392952709837665e-05
ofr,6.648390041422396e-06,0.00011401864977208308,6.7321605684007734e-06
okara,3.951954817662174e-05,7.126165787073431e-06,7.1076241924784e-06
ol,6.648390068482778e-06,7.126165697989812e-06,0.00010771456821901137
olah,7.687284270762033e-06,4.127799293012411e-05,7.077402996511734e-06
olahan,6.648390113912777e-06,7.815298085729119e-05,6.954016996300721e-06
olahraga,0.0009613675352215109,7.150924167105711e-06,0.0001507665341908425
olap,6.648390053442158e-06,7.12616568075737e-06,7.405376563557088e-05
old,7.309563707576222e-05,7.126165688171847e-06,6.769275184159352e-06
oldinari,6.648390067886813e-06,7.1261656973983e-06,7.405376560522324e-05
olehkarenaitu,6.648390064422187e-06,7.126165693330666e-06,4.039296299759763e-05
olimpiad,3.989033989386205e-05,7.126165666863805e-06,6.732160568291472e-06
olivetti,6.6483900655577615e-06,4.27569935525737e-05,6.7321605934265465e-06
olm,6.648390043924612e-06,7.126165669867063e-06,0.00014137537088539117
omax,6.648390063088612e-06,7.126165691899461e-06,4.039296300030009e-05
omset,0.0001396117667384791,7.126165703469911e-06,6.736639385219533e-06
on,6.6640322711528385e-06,0.00014963271152488162,6.732160566393528e-06
onc,6.648390050440988e-06,7.838782166894672e-05,6.7321605777613405e-06
one,6.648390113625754e-06,0.00010464431175469371,4.9248994771880775e-05
onh,6.648390034331849e-06,4.275699362034324e-05,6.732160561023635e-06
onli,6.671611789175917e-06,0.00011399375920799879,6.732160590663367e-06
onlin,0.00033204501076717166,2.189452830589397e-05,0.0021205222723424035
onlineshop,3.9890339818135185e-05,7.126165708375566e-06,6.732160605755612e-06
ontolog,4.671595771151108e-05,7.297656463989228e-06,0.00016796254312196539
open,0.00012156701856863549,0.00023267253563158876,0.0003505056651956881
openerp,6.648390042730791e-06,0.0004346674812494608,6.759199373771312e-06
opensourc,3.956860166256657e-05,7.1261657767861186e-06,7.057952636359271e-06
oper,4.291269590070455e-05,0.00014964949977847941,0.0002056365176228128
opera,3.941115631321869e-05,7.1599755795542286e-06,7.185441354536166e-06
operasi,8.094930642512628e-05,0.0005860273888302742,0.0008656765349513451
operasikan,3.9890339824044846e-05,7.1261657050650225e-06,6.732160602899013e-06
operasion,0.0001328768060618302,7.152070874856057e-06,0.0001481751989711954
operasioperasi,6.648390078194341e-06,4.2634829489225806e-05,6.847570203117699e-06
ophtamolog,6.64839004481651e-06,7.838782168119422e-05,6.732160571886403e-06
ophthalmolog,6.6483900386986e-06,7.838782169445923e-05,6.732160565549878e-06
opini,0.0001810861246453684,7.505965424434288e-06,0.00043563213548899473
opinion,0.00017190960189202972,7.786798134835003e-06,7.068544060842671e-06
opiniondari,3.985723381369496e-05,7.161650823466799e-06,6.732160603768515e-06
opnam,6.648390043503686e-06,7.1261656693791975e-06,0.0001413753708862783
opsi,3.971790417786891e-05,7.310993097621701e-06,6.73216065739885e-06
opt,6.696657256575889e-06,7.126165692809399e-06,0.0001749872980931733
optic,6.653528971368929e-06,0.0015035950405108492,6.751429148237436e-06
optim,0.0007601148518883826,0.0005497817022293462,0.0007844287308373768
optimalisasi,6.861052891429221e-06,0.0001106256257272711,9.72224217259182e-06
optimalnya,3.989033879572299e-05,4.2756994823262805e-05,6.732160666452716e-06
optimalnyapembinaan,3.9890339790495544e-05,7.126165723516377e-06,6.732160619439716e-06
optimasi,0.00024088626065795678,0.0002903511673124342,6.889388001402573e-06
optimasikan,3.8828601264840354e-05,8.264204197324716e-06,6.732160756367264e-06
optimi,6.648390068762491e-06,7.1261656983394674e-06,4.0392962988470726e-05
optimist,6.666354468752942e-06,7.126165702377957e-06,0.00010769637746093532
optimistik,3.9738193735536855e-05,7.126165728948607e-06,6.886223727945224e-06
optimizacija,1.0488165976494986e-05,3.84967258676272e-05,6.868720881202429e-06
optimizt,6.7973548819513015e-06,7.814043203251174e-05,6.81503025528184e-06
optimum,0.000140042272468942,7.793111943342632e-05,6.732160627831635e-06
orang,0.0008384965258024394,0.0018123993382959094,0.0011616311525496
orangorang,6.696107445334152e-06,4.270584704185033e-05,6.7321605932531834e-06
orangtua,0.00017238157522086707,4.3148027883580706e-05,6.845316076639017e-06
ord,6.648390043867901e-06,4.275699359965898e-05,6.7321605709079605e-06
order,0.0005365763523250204,0.00016724042134942112,5.940314663636527e-05
ordin,6.786776192864601e-06,7.823949055539715e-05,6.7321606517167485e-06
ordinari,7.310362382226448e-05,7.156915730051074e-06,4.039294054366472e-05
ordner,6.708857302975556e-06,7.1261656901457484e-06,7.399253648236602e-05
ordo,6.720058338924545e-06,7.126165700430906e-06,4.032039168728915e-05
orest,0.00010637423983465696,7.126165686248617e-06,6.732160585833259e-06
organ,0.0004684092930580248,0.0007408510638317368,0.0004617142285426866
organisasi,0.00010154473236157254,0.0002448500465164448,0.0007632056486929858
organisasiperusahaan,6.6483900545943e-06,7.126165681974762e-06,4.039296301827748e-05
organism,6.727576417283334e-06,4.273806910373428e-05,4.0330657216208845e-05
organorgan,6.648390138162032e-06,4.275699737815018e-05,4.039295952048998e-05
orient,6.64839005368429e-06,7.838782166188161e-05,6.732160581151634e-06
orientasi,3.987242808346618e-05,7.126165680573856e-06,6.750298056707896e-06
origin,6.6483900540277084e-06,7.838782166119318e-05,6.732160581454247e-06
orisinalita,6.696107445334152e-06,4.270584704185033e-05,6.7321605932531834e-06
orl,6.648390042215548e-06,0.0003278036182716737,6.732160569220489e-06
os,3.101296009859946e-05,7.126165724948368e-06,0.00011670380422219174
osn,0.00010637423988584899,7.126165658215539e-06,6.732160560479546e-06
otak,8.243694953037902e-06,0.0005409090128071327,0.00024138437330483348
otentikasi,6.659006332091678e-06,0.00036326689656820466,6.879696486085811e-06
other,0.0001058376375628762,7.1465132343984515e-06,7.256301577564532e-06
otiti,6.759260162267237e-06,4.263815592947473e-05,6.7321606208052196e-06
otomasi,6.648390049486488e-06,7.126165676310242e-06,4.0392963028801014e-05
otomati,0.00046571402498340217,0.0010077128757700058,0.0004479620306826644
otomatisasi,2.151769321745847e-05,6.244996038828272e-05,6.732160655351567e-06
otomotif,0.00017261477059082989,7.140814474316871e-06,6.964757429600399e-06
otonomi,6.6483900774633415e-06,7.126165708501525e-06,4.039296297005997e-05
otorisasi,6.6483901550972975e-06,4.2320506981985495e-05,7.144513767407741e-06
otot,0.00019817750390339642,7.182337510370021e-06,1.4701505941521809e-05
otp,6.64839007604627e-06,4.265905346510368e-05,6.824685571016304e-06
otsu,6.70736848106909e-06,0.0006127870260928151,6.732160587883014e-06
otsutreshold,6.648390052389503e-06,4.275699358118562e-05,6.732160579730874e-06
ouput,6.648390047980288e-06,4.275699359063968e-05,6.732160575264348e-06
out,3.9890339863484035e-05,7.126165683500123e-06,6.7321605833356355e-06
outdoor,6.333504990175168e-05,7.126165729417306e-06,5.031364952352567e-05
outlier,6.648390034034463e-06,0.00022091113403879063,6.732160560719972e-06
output,0.0004158872922199647,0.00031003226566389975,0.00028234162660321547
outputnya,7.313228986147918e-05,7.126165678212432e-06,6.732160578326488e-06
outputpada,3.98903398722833e-05,7.126165678757425e-06,6.732160578906019e-06
outrank,3.989033986859469e-05,7.126165680725328e-06,6.732160580781986e-06
over,0.0003390678897871719,7.126165666545552e-06,6.732160568029029e-06
overlap,6.648390040019506e-06,0.0002565419621093557,6.7321605669268895e-06
overlay,6.6483900407286855e-06,0.00011401864977361202,6.732160567658842e-06
overload,3.954065178778029e-05,7.5009436023890634e-06,7.405380352126564e-05
ovopikia,7.687284270762033e-06,4.127799293012411e-05,7.077402996511734e-06
owa,6.648390092823166e-06,7.126165725694784e-06,4.0392962938263824e-05
owl,1.0382746281785487e-05,7.218103553665351e-06,7.018550142701603e-05
owner,6.648390040625405e-06,0.00022089042603023464,6.751723618536321e-06
pa,6.83487654616265e-06,7.126165748875715e-06,4.020412671073076e-05
paa,0.00010623726650918346,7.126165684041774e-06,6.870859793843901e-06
packet,6.648390041180948e-06,0.0002921506176221226,6.753107216945314e-06
pacuan,6.7964134509999615e-06,7.12616570814435e-06,4.024307448410969e-05
padang,7.238680991970097e-06,4.2124282249060304e-05,6.732160677861731e-06
padapenelitian,7.629030747453033e-06,4.170588058273429e-05,6.732160741171896e-06
padasistem,7.629028545952207e-06,4.170588294244235e-05,6.732160741171882e-06
padat,7.16782331259609e-06,7.78310601068505e-05,6.7321606553395634e-06
padatnya,6.64839005937809e-06,7.126165687666642e-06,7.405376562303286e-05
pademawu,0.00010637423984661855,7.126165679693493e-06,6.732160579913668e-06
padi,0.0004603944410005463,5.693596840318055e-05,0.00010610747796143307
pagi,6.719584059619092e-06,7.831151141334531e-05,6.732160583315744e-06
paham,3.956860166256657e-05,7.1261657767861186e-06,7.057952636359271e-06
pahami,3.9890339812026675e-05,7.126165711799098e-06,6.732160608706823e-06
pair,3.961553535807278e-05,7.126165778345668e-06,7.010427569151218e-06
pairwis,6.898678633899394e-06,7.81195463949828e-05,6.732160684094502e-06
pakai,0.00013499845234102398,4.601285257247614e-05,0.0001429754499375441
pakaian,0.0005715430711596994,7.286093928616856e-06,6.802296000106865e-06
pakar,0.0018709947283166955,7.536628745635943e-05,6.75425119334033e-06
paket,0.00010637425507163685,7.902216946119344e-05,0.00010711527841888572
paketpaket,3.989033970429843e-05,4.258145072933104e-05,6.89799802207456e-06
pal,3.9890339822054196e-05,7.126165706214333e-06,6.732160603828984e-06
palawija,0.00020604828890418643,7.126165690185427e-06,6.784614174355323e-06
palsu,0.00011856589267396272,6.532003582364885e-05,6.732160678860467e-06
paltform,3.9702107032947115e-05,7.126165736388001e-06,6.922765120321984e-06
pam,7.308362192817671e-05,7.1783310434941035e-06,6.7321605868172916e-06
pamekasan,0.00031785968929234974,0.0002377886727663556,0.0007528008635875615
pamolokan,6.648390054341798e-06,7.126165681631751e-06,0.0001750361734786701
panataran,0.00030582593979642674,7.1261656679975335e-06,6.73216056935917e-06
panca,6.648390039196579e-06,7.838782169338545e-05,6.732160566060019e-06
pancawarsa,3.9890339855706544e-05,7.126165687785061e-06,6.732160587163066e-06
pandai,6.648390059910402e-06,7.126165688286612e-06,4.039296300693147e-05
pandang,9.783282737008502e-05,5.1912249865725726e-05,4.039293574289614e-05
panduan,6.920876841669756e-06,4.2756938382291103e-05,0.0002084211082596801
panen,0.000149707257134075,0.00014708289229251926,0.0001335818344743843
panenmenyebabkan,3.9890339859068764e-05,7.126165685907184e-06,6.732160585532553e-06
pangan,0.00012288939111529797,0.0002041545510180473,0.0003087862530219307
pangkalan,6.648390074627328e-06,7.126165705050713e-06,4.0392962976191764e-05
panik,6.648390059910402e-06,7.126165688286612e-06,4.039296300693147e-05
panitia,0.00043861379648300994,7.138796920384526e-06,0.00010788484611525564
pankrea,6.64839004414063e-06,7.126165670091454e-06,0.0002423577787297824
panoram,6.648390045400174e-06,0.0002209111340141439,6.73216057249496e-06
panorama,6.648390061666842e-06,7.838782164473338e-05,6.732160589268518e-06
panoramik,6.648390071305836e-06,4.2756993540255644e-05,6.732160599242993e-06
panoteng,3.941474040236479e-05,7.635943198266286e-06,6.732160696138956e-06
pantai,7.264960871690501e-05,4.275699631609106e-05,7.220921150548001e-06
pantangan,7.263976900047232e-05,7.343946124930825e-06,7.025147877465578e-06
paprika,7.300577148751622e-05,7.2370327959827225e-06,6.755535814890653e-06
paradigma,7.313228983966779e-05,7.126165690060596e-06,6.732160589219527e-06
paragraf,3.909876716053228e-05,7.857074606897264e-06,6.843210167353179e-06
parah,6.945344782609001e-06,0.00011370035479970624,6.732160631356383e-06
parallel,3.966339339671589e-05,7.369421231974079e-06,6.732160633247645e-06
paramet,0.0005717800140500637,0.000775907379695343,0.0003912445739531432
parameternya,3.904593989784356e-05,8.031246931962846e-06,6.732160708164331e-06
parameterparamet,0.00010545654736807872,8.070219529168704e-06,6.769558903456175e-06
paramt,6.6483900601532915e-06,4.27569935642607e-05,6.732160587858332e-06
parasit,7.27344446513538e-05,7.552601313739504e-06,6.7321606409434414e-06
parcakapan,3.951954813040995e-05,7.126165787073433e-06,7.107624239272467e-06
parit,7.238680991970097e-06,4.2124282249060304e-05,6.732160677861731e-06
pariwisata,0.0007379074926996258,7.187751116204183e-06,6.738580966341462e-06
parkir,0.00017249020353231383,7.520543027056473e-06,6.732160654971164e-06
pars,7.313231780475986e-05,4.27569863858011e-05,4.0392941865462375e-05
parsial,3.9890339795601174e-05,7.12616572065661e-06,6.732160616971436e-06
part,6.648390072462799e-06,7.126165702597257e-06,0.00020869697605545477
partai,6.6483900606677395e-06,7.140513727444957e-06,4.037940826885895e-05
particip,6.648390040625405e-06,0.00022089042603023464,6.751723618536321e-06
particl,6.722166351102747e-06,0.00025643061164932156,6.7626485677091e-06
partisi,0.0001832165862533295,4.537840395855754e-05,0.000296713947346557
partisipasi,7.31001745227359e-05,7.160588928966727e-06,6.732160582083554e-06
partit,5.860500182524538e-05,0.0001652207456611419,6.732160638026199e-06
paru,3.9890339876680415e-05,7.126165676288532e-06,6.732160576785899e-06
paruparu,3.9791777461994644e-05,7.126165704073699e-06,6.831964863553212e-06
pasal,6.668392089998087e-06,4.271198796196154e-05,6.754423776295968e-06
pasalnya,6.648390059268953e-06,7.838782164986347e-05,6.732160586850188e-06
pasalpas,6.668392089998087e-06,4.271198796196154e-05,6.754423776295968e-06
pasang,6.648390064658235e-06,0.00011396340220440823,6.784353479141086e-06
pasangan,7.30854725568292e-05,4.2756988458499644e-05,6.779572796431268e-06
pasar,0.00010965507235069533,8.901945869576302e-06,0.0005403052335710509
pasaran,6.648390127017717e-06,6.0755358407722605e-05,2.338972635990078e-05
pasca,3.9890339824044846e-05,7.1261657050650225e-06,6.732160602899013e-06
pasi,6.878561584404848e-06,7.814110917948557e-05,6.732160630919198e-06
pasien,0.001010905325288856,0.0002458844252939638,0.0010195379047723261
pasiendata,6.648390067363947e-06,7.1261656966798385e-06,4.0392962991454776e-05
pasiennya,3.989033982403743e-05,7.126165705128474e-06,6.732160602846571e-06
pasif,6.648390046223465e-06,7.126165672459062e-06,7.40537656507201e-05
pasifik,3.987391954816104e-05,7.143766002898682e-06,6.732160597385061e-06
pasokan,6.648390059948781e-06,7.126165688256811e-06,4.039296300692076e-05
pass,7.313227084284642e-05,0.00011401867026227951,6.7321606271756e-06
password,6.648390056126753e-06,0.0003277376793578005,6.79445371196247e-06
passwordotp,6.64839007604627e-06,4.265905346510368e-05,6.824685571016304e-06
pastel,3.9848101878653424e-05,7.126165698902619e-06,6.774930757323234e-06
pastinya,6.64839007377357e-06,7.12616570404828e-06,4.0392962978003296e-05
patch,3.869515710804742e-05,8.407238150278914e-06,6.7321607081193434e-06
path,0.00013961618983466113,7.126165679749167e-06,6.732160579901279e-06
patolog,6.6483900554463675e-06,4.275699357449797e-05,6.732160582953358e-06
patroli,3.9890339822054196e-05,7.126165706214333e-06,6.732160603828984e-06
pattern,6.6483901213350335e-06,0.0008149710504158613,8.50730162684904e-05
patung,3.889027223824355e-05,7.126165856059504e-06,7.744829018938454e-06
patut,9.494355489410186e-05,7.297469121764339e-06,5.180584408310537e-05
paud,6.6483900503473325e-06,7.126165677166029e-06,4.0392963027120846e-05
pawiyatan,0.0001390762760694937,7.1261657829620315e-06,7.278877226403109e-06
payudara,6.64839012110505e-06,7.403669612701421e-06,0.00027575642049340224
pbb,7.044125666069326e-06,4.233281899819824e-05,6.732160654803465e-06
pbsi,6.818310014305943e-06,0.00022068176059022163,6.77679097771296e-06
pbv,3.9890339876680415e-05,7.126165676288532e-06,6.732160576785899e-06
pbvsi,7.3132289828389e-05,7.1261656962427365e-06,6.73216059480006e-06
pc,4.1421957216510376e-05,7.127346373289982e-06,0.00013982333971470178
pca,6.6564498580886705e-06,0.00168168707498486,6.807143569278305e-06
pcg,7.306831070850016e-05,7.194742569693313e-06,6.732160595408257e-06
pda,3.356629089694194e-05,1.0470671017512547e-05,9.976305418871574e-06
pdam,0.00026972110853251517,7.149338072308462e-06,0.00031255644682881594
pdi,6.64839005018813e-06,7.126165677041138e-06,0.00010771456825732712
pdm,6.689862618563493e-06,7.126165707843523e-06,4.035096787044645e-05
pdo,6.7259499953724044e-06,7.126165705168382e-06,4.031442579076763e-05
pdr,6.648390049119377e-06,7.838782167185749e-05,6.732160576349772e-06
pe,6.648390052576782e-06,7.126165679842218e-06,4.039296302233506e-05
peak,6.648390042874432e-06,4.2756993601761254e-05,6.732160569927916e-06
pecandu,6.648390051932649e-06,7.838782166565086e-05,6.732160579364508e-06
pecinta,7.1596536370137335e-06,4.19909697793505e-05,6.938125421500064e-06
pedesaan,7.310322091592216e-05,7.126165695831379e-06,6.76159577946195e-06
pedestrian,6.6483900585889995e-06,7.838782165126454e-05,6.732160586215117e-06
pedoman,6.648390103119355e-06,7.838783815559564e-05,4.039294756395912e-05
pedukung,3.9890339855706544e-05,7.126165687785061e-06,6.732160587163066e-06
peengenalan,6.658340670925467e-06,4.2018945518684896e-05,7.41932602920884e-06
pegajaran,3.983475256084477e-05,7.126165704730527e-06,6.788448272644116e-06
pegambilan,7.313228986318913e-05,7.126165677168349e-06,6.732160577581357e-06
pegawai,0.00039053617264427824,7.136404253198697e-06,0.0004931785404081855
pegenalan,6.648390071206567e-06,4.275699354033896e-05,6.7321605992647906e-06
pegujian,6.648390046390076e-06,7.126165672751587e-06,4.039296303529837e-05
pejalalan,6.648390062063512e-06,4.275699356007447e-05,6.732160589878806e-06
pejalan,6.660974518081215e-06,0.0009335142068556435,6.73216056714983e-06
pejualan,6.648390078461838e-06,7.126165709540955e-06,4.039296296806693e-05
pekalongan,6.648390036657931e-06,0.00018528030594954417,6.732160563443845e-06
pekan,6.9779984095885596e-06,4.240369834464871e-05,6.732160689463962e-06
pekerja,0.000239326640183055,7.142671945707608e-06,6.732160596852333e-06
pekerjaan,0.0008826486248473361,0.00023775215199392305,0.0003492340331316523
pekerjaannya,6.884922191262084e-06,0.00014920860274101152,6.909147250986338e-06
pelabelan,6.648390037372545e-06,4.275699361374377e-05,6.7321605641791815e-06
pelabuhan,3.989033983616198e-05,7.1261656984454906e-06,6.732160596882799e-06
pelacak,6.648390054485107e-06,7.126165681976486e-06,4.039296301838641e-05
pelacakan,0.00010627754927778752,4.274039458405682e-05,6.8457508732640665e-06
pelajar,8.939650114767911e-05,7.005441494931235e-05,0.00016643968485331338
