,Topik 1,Topik 2,Topik 3
asmaul,0.00013938416848363372,7.137321906337936e-06,6.956566028236999e-06
asosiasi,3.983475256084477e-05,7.126165704730527e-06,6.788448272644116e-06
asosiatif,3.9193360480033616e-05,7.126165877553758e-06,7.437921808167114e-06
aspal,6.648390059456176e-06,7.126165687662009e-06,7.405376562295816e-05
aspek,0.0005035008746059167,8.808198262602852e-05,0.000672589193982569
aspekaspek,1.734374832536014e-05,7.126165739057361e-06,6.322364448874151e-05
aspirasi,6.668944237167062e-06,4.153696356237817e-05,7.863922071024712e-06
asrama,0.0007046924808672111,7.161986245717756e-06,6.73564371964035e-06
asset,0.00021911321777897628,0.0002069429521867773,6.750948005112177e-06
assimilasi,6.648390055487036e-06,7.126165683176394e-06,4.039296301623828e-05
associ,6.6483900497137984e-06,7.126165676480464e-06,0.0003770009891778594
assosi,6.64839007803864e-06,7.126165708804956e-06,7.405376558416742e-05
asumsi,3.867479462395179e-05,4.405989208991732e-05,6.732160656066738e-06
asupan,3.989033982403743e-05,7.126165705128474e-06,6.732160602846571e-06
asuransi,7.629026349694041e-06,4.170588529653103e-05,6.732160741171869e-06
asynchron,6.689471665752151e-06,7.126165696169512e-06,0.00010767296899026722
at,3.9488606099530996e-05,7.556769253981846e-06,6.732160705834097e-06
atari,6.648390070934736e-06,7.298317205503719e-06,7.389113233616209e-05
atb,6.768345643141617e-06,7.825388085717455e-05,6.737228765424435e-06
atibut,7.313228985522233e-05,7.126165681523701e-06,6.732160581533954e-06
atla,6.6483900700609046e-06,7.2156518267373445e-06,4.030842453912236e-05
atlet,0.00023934203980229175,7.126165677894774e-06,6.732160578215967e-06
atletik,6.859009315435842e-06,0.0001494237227154413,6.732160623191753e-06
atlit,6.873959372986019e-06,6.954124411292908e-05,4.852200270041881e-05
atm,6.648390062451578e-06,7.126165691046178e-06,4.039296300175126e-05
atribut,0.00034327312106429206,0.0020869235390894004,0.00029294216536406877
atributatribut,3.9890336916134185e-05,4.2756996851615267e-05,6.732160653519668e-06
atributkriteria,6.984389990251453e-06,4.2396847485933426e-05,6.732160649415074e-06
atributnya,7.965939984152554e-06,4.1344759857942724e-05,6.73216079726216e-06
attent,6.648390142403786e-06,4.2232453029317515e-05,7.227699237291282e-06
attract,7.195821654642774e-06,4.217022153238647e-05,6.732160743864107e-06
attribut,0.0004564601782374013,0.00013071346987971082,6.732160635718255e-06
atupun,6.648390048895746e-06,7.128671396590673e-06,7.405139846515421e-05
aturan,0.0003586334000813479,0.00019197684774518642,0.0002835410555509422
audio,0.00022987039133006728,8.841785860907528e-05,6.847676096335551e-06
audit,0.0003388613681865535,7.126165706111977e-06,6.941284328407063e-06
auditor,3.9607178218473774e-05,7.126165732773218e-06,7.018890052777938e-06
augment,0.0010721974971909676,7.1261657371457525e-06,0.0009137443587012238
augmentasi,6.648390037372545e-06,4.275699361374377e-05,6.7321605641791815e-06
autentifikasi,6.648390073170027e-06,7.838782161969495e-05,6.732160601274346e-06
autentik,6.648390045002905e-06,0.00018526559894228067,6.746054413052446e-06
authent,6.648390155094313e-06,4.2320712720766744e-05,7.14431940390933e-06
author,6.648390059551125e-06,4.275699356558443e-05,6.732160587217558e-06
auti,6.675472928073578e-06,7.126165682679269e-06,0.00020866955197133821
autocorrel,6.648390064828434e-06,4.27569935541946e-05,6.732160592633795e-06
autocorrelogram,6.648390044013632e-06,7.838782168290505e-05,6.732160571083158e-06
autoencod,6.64839002621727e-06,0.0001496494778886236,6.732160552635696e-06
autokorelasi,0.00010618203354197355,7.1261657466188835e-06,6.926788644010672e-06
automasi,6.648390034331849e-06,4.275699362034324e-05,6.732160561023635e-06
automat,3.981042159111549e-05,7.126165703179277e-06,6.8130858169961025e-06
automata,0.00010635172590601053,7.126165692816281e-06,6.7549581864940475e-06
automati,6.648390055037537e-06,4.275699357538618e-05,6.73216058252824e-06
avail,6.648390095793356e-06,0.00017911896425048212,7.987444737125757e-05
aval,6.648390066834563e-06,0.00014950564499135844,6.8680408998965305e-06
avalanch,6.648390077436067e-06,7.477516537261582e-06,0.0002756866566033758
averag,6.7233122149163974e-06,0.00013545924545677008,0.00012104435786158122
averhoa,6.665363393937117e-06,4.2738800473113774e-05,6.732160584651103e-06
avr,6.6483900425371415e-06,4.275699360256878e-05,6.732160569506581e-06
awalan,6.689453935498285e-06,0.00011397463486493854,6.73216059084825e-06
awam,7.075920112213391e-06,7.837280780186461e-05,3.997422995088354e-05
axiata,6.859301655812274e-06,7.126165729440088e-06,0.0001411618017049287
ayam,3.989033987511271e-05,7.126165677158469e-06,6.7321605775515185e-06
ayan,6.648390077848636e-06,4.275699352592671e-05,6.732160606154369e-06
ayat,6.653141763097016e-06,0.0004703119265146904,6.7415234923068214e-06
az,6.648390072989753e-06,4.2756993536550444e-05,6.732160601038177e-06
aâ,6.648390047979649e-06,0.000114018649757905,6.732160575155029e-06
ba,6.648390082733192e-06,7.126165714363172e-06,4.039296295918612e-05
bab,6.64839004999715e-06,7.126165676822067e-06,0.000276018581332433
babat,6.648390071230398e-06,7.126165701080598e-06,4.039296298338214e-05
babnya,6.64839007284766e-06,7.1261657030257255e-06,4.039296297990689e-05
babnyajika,6.648390050330459e-06,7.1261656771950196e-06,4.0392963027110546e-05
baca,6.648390082514421e-06,7.194731372901845e-06,0.0001076497935201753
bacaan,6.6483900929937e-06,7.2942079843370096e-06,7.389501433650515e-05
backend,6.648390155092036e-06,4.232086959049258e-05,7.144171207499676e-06
background,6.6795336114047685e-06,0.0010047559701889476,6.732160587658011e-06
backgroundcitra,6.648390063384583e-06,4.275699355732579e-05,6.7321605911377745e-06
backpack,6.648390054485107e-06,7.126165681976486e-06,4.039296301838641e-05
backpropag,6.706812017934019e-06,0.0003045831979044709,0.0010047728435930868
badan,7.340142257321692e-06,0.00021495979825594732,0.00038192280786969213
badg,6.790190291078693e-06,7.126165719063751e-06,4.024937604629741e-05
badminton,0.00020610008980684284,7.1261656819179076e-06,6.7321605818791285e-06
badmintoon,6.648390148460717e-06,4.262992693703854e-05,6.852201622451458e-06
bagu,0.0004266436167632821,7.083247497231312e-05,0.0003291202124955798
bahagia,6.648390053861662e-06,4.2756993577950975e-05,6.732160581295961e-06
bahan,0.0012523769476508533,0.00015074924772269537,0.0004946300433903428
bahanbahan,6.650318268051761e-06,7.126165668235411e-06,0.00010771261575199886
bahari,6.6483900474653715e-06,7.126165673888661e-06,7.405376564811199e-05
bahasa,0.003610629335806919,0.0009250335646431474,0.0032321688397493205
bahasan,6.648390053471819e-06,4.275699357883285e-05,6.732160580857597e-06
bahaya,4.934258265426661e-05,0.00013951796526609072,6.732160648770646e-06
bahu,3.9890339876680415e-05,7.126165676288532e-06,6.732160576785899e-06
baikâ,5.953803865528248e-05,0.00012849163599746362,6.824925114465963e-06
baju,8.115945488663883e-05,7.126165746331767e-06,6.592545745944083e-05
bakar,5.823480280689252e-05,7.126165735118846e-06,5.547816034885912e-05
bakat,0.00014080137834671813,7.1261657380605574e-06,0.00010651444633743129
bakteri,6.49484687528511e-05,5.151213345500994e-05,6.7480300707008576e-06
bakti,0.00013961618984498585,7.126165674087444e-06,6.7321605747951895e-06
baku,0.0008699465944816881,7.167922617678206e-06,7.697713028809449e-06
balai,0.00013952233174703452,7.126165705166646e-06,6.8272012667608225e-06
balanc,0.00024945246978828986,4.537979347718923e-05,9.49989604432928e-05
balap,3.989033979546165e-05,7.126165720927515e-06,6.732160616856788e-06
bali,6.648390036657931e-06,0.00018528030594954417,6.732160563443845e-06
balita,0.00020610003776835067,0.0004960177120442915,4.9783478351253e-05
balok,3.989033984219238e-05,7.126165695204312e-06,6.732160593838417e-06
band,7.290077261758979e-05,7.362282078743401e-06,6.743533422855766e-06
bandingkan,0.0001102647155001222,3.858696262008788e-05,4.039293754702094e-05
bandwidth,6.648390050535864e-06,7.126165677485233e-06,7.405376564160505e-05
bangakalan,6.753379104868002e-06,4.2538520943075574e-05,6.832241956562335e-06
bangkalan,0.0025302810981934864,0.0003296499948814996,0.0011859061719529473
bangkalanmasihmenggunakansistem,6.648390090068166e-06,7.126165722555105e-06,4.039296294401965e-05
bangkitkan,3.889027223824355e-05,7.126165856059504e-06,7.744829018938454e-06
bangku,3.977791842891502e-05,7.126165705403355e-06,6.845998520870752e-06
bangsa,8.257583124166155e-05,7.126165745114842e-06,0.0001654736424354746
bangun,8.59267072375202e-05,0.00013817974571505727,0.0003412201299003685
bangunan,0.00047950895523756886,7.838772805198177e-05,0.0001338080300683402
bangunannya,7.313228983497139e-05,7.1261656926109624e-06,6.732160591565739e-06
bangunlah,6.759260162267237e-06,4.263815592947473e-05,6.7321606208052196e-06
banjir,0.00010637425956930821,7.126165792803804e-06,4.039294311650226e-05
bank,0.00025107573406002107,0.00013564730428680633,4.173941768049195e-05
banpt,6.648390074627328e-06,7.126165705050713e-06,4.0392962976191764e-05
bantu,0.00015359951709621795,7.069981473827643e-05,0.00023546119783867075
bantuan,0.0009935141904997805,7.17863667580122e-06,0.00021917105469110868
banyaknya,0.0012518412977930628,0.0006770868113810118,0.0005365088800229237
barang,6.9060670415723664e-06,5.217659327741614e-05,0.0020172206028986296
barangjasa,6.648390052158055e-06,7.835091304108559e-05,6.767028528928345e-06
barangnya,6.6518892083253035e-06,7.126165684396704e-06,4.038941977248865e-05
barat,0.0001063742398520425,7.126165676767903e-06,6.732160577185265e-06
barcod,3.943181954602521e-05,7.126165845995016e-06,7.196458158800224e-06
bari,6.648390040199473e-06,0.00022091113402544188,6.732160567087936e-06
barisan,3.989033983466901e-05,7.126165699315925e-06,6.732160597572267e-06
barito,7.127293845049653e-06,7.787450215565786e-05,6.7321606572777874e-06
barulah,6.648390060106763e-06,4.2756993564320934e-05,6.732160587848548e-06
barunawati,6.788355735748979e-06,7.1261657274010035e-06,0.00014123364155424424
barupenerapan,6.648390068082124e-06,7.1261656974141695e-06,4.0392962990033814e-05
base,0.00012958116847150097,0.0014096855745372272,0.0005768865530055044
baselin,6.648390048840206e-06,4.2756993588881576e-05,6.7321605760544835e-06
basi,8.337258787902243e-05,0.0008871810271076266,0.0004104158276711442
basic,6.648390053802998e-06,7.126165681219335e-06,7.405376563476909e-05
basisdata,6.6483901452039265e-06,4.2756976164245094e-05,7.405378216932603e-05
basiss,6.648390064144118e-06,7.1319307693064264e-06,4.0387516672458274e-05
basket,0.0002725840439009805,7.1261657458698454e-06,0.00010771451356615804
bata,9.556255905394448e-06,0.00012347448337601168,0.00033146266002428407
batak,6.648390050550183e-06,4.275699358513414e-05,6.732160577863189e-06
batang,8.167857247368626e-06,7.126165957131761e-06,7.251515270739582e-05
batasan,0.00013959404086220722,0.00011401865419206688,6.754584605804871e-06
batasanbatasan,3.9854978661203456e-05,7.126165710359565e-06,6.767967315658614e-06
batik,0.00013823963546845443,0.0023007593110222773,0.0012410487609161968
battl,6.755936388805617e-06,0.00022079100045377712,6.736750517879705e-06
batu,6.788844851829315e-06,4.260026700751336e-05,6.737997207177591e-06
batuan,3.989033987511271e-05,7.126165677158469e-06,6.7321605775515185e-06
batuporon,9.81935311736821e-06,3.935815406231218e-05,6.732160961610192e-06
bawa,4.506549282086979e-05,7.126165762805356e-06,6.881340522179559e-05
bawaan,3.784585891847519e-05,9.317569754083962e-06,6.732160711857029e-06
bawahan,3.9491057913979885e-05,7.126165781073465e-06,7.136473441566332e-06
bay,0.0012697257747463274,0.0018071613163287926,0.0001913439327766072
bayangan,6.904178362190953e-05,0.00047471139448585826,6.7321606021367566e-06
bayer,6.648390084540113e-06,4.275699351144922e-05,6.732160613055554e-06
bayesian,0.00010071009104952061,4.714428383417509e-05,4.198376378322167e-05
bayespada,6.7468718768503616e-06,7.126165699658629e-06,4.0293240296210354e-05
bayess,3.989033984230549e-05,7.126165695158151e-06,6.73216059376749e-06
bayessistem,3.989033973394457e-05,7.126165754717216e-06,6.732160647227252e-06
bayi,0.00013952390650594226,7.126165710176402e-06,6.825606660965307e-06
bazna,7.610925653580658e-06,7.735611487587302e-05,6.7321607196628465e-06
bbm,0.0005854390034640045,7.161126632984646e-06,0.00036311815988158074
bc,6.648390052860837e-06,7.126165680064102e-06,7.405376563681448e-05
beasiswa,0.0032265030718263087,7.6282069002295105e-06,1.0930486921438295e-05
beasiswanya,9.575846538444223e-06,7.126165889436957e-06,3.742862002831752e-05
beasiwa,3.9848070903463793e-05,7.126165682841268e-06,6.77496213797896e-06
beba,0.0001200914991706669,7.264447253649644e-06,9.369383396126269e-05
beban,6.978328681496953e-06,7.142556511180582e-06,0.000141025790387256
beberpa,6.698311425362184e-06,7.1261657127338615e-06,4.034241260302005e-05
bebrapa,6.6483900601532915e-06,4.27569935642607e-05,6.732160587858332e-06
beda,0.0001062110040580095,7.265822143212985e-06,6.765518289715396e-06
bedabeda,3.989033986455433e-05,7.126165682922756e-06,6.732160582797298e-06
beginn,6.648390055487036e-06,7.126165683176394e-06,4.039296301623828e-05
behavior,4.581287934640326e-05,1.2032917669436685e-05,6.342114352546605e-05
behaviour,0.00010625952847585872,7.126165703298428e-06,6.848317305506478e-06
bejalan,6.788844756803968e-06,4.2600267109551984e-05,6.7379972070033486e-06
bek,0.00017285813983004803,7.126165675748575e-06,6.732160576281518e-06
bekal,8.538607740636462e-06,7.254752908217659e-06,7.201825332400587e-05
beku,6.648390133076076e-06,4.2421920473462194e-05,7.0487074416604885e-06
belah,6.659524137179099e-06,7.126165695953437e-06,4.038168863167125e-05
belahan,3.9890339879335775e-05,7.126165674838379e-06,6.732160575467069e-06
belajar,0.0001752309304987812,7.13774359924856e-06,0.0047841525059955144
belajarmengajar,6.685087475113576e-06,7.12616568630064e-06,0.00010767740843157265
belajarnya,3.9633769036827504e-05,7.126165794713539e-06,6.991964128371294e-06
belakangi,6.6483905111600474e-06,4.22461760938399e-05,7.2147345464350745e-06
belakangnya,6.648390061371774e-06,4.275699356167355e-05,6.732160589068599e-06
belanda,3.989033979575919e-05,7.126165720624235e-06,6.7321606168420125e-06
belanja,6.648390047361749e-06,7.126165673806029e-06,7.405376564829499e-05
beli,6.667104024326036e-06,7.126165681680379e-06,0.0001750172237103086
belia,6.648390059928923e-06,7.151421747708023e-06,7.40299059678253e-05
belief,3.988290654158192e-05,7.134133192032033e-06,6.7321605803310444e-06
belikan,6.6483900623968725e-06,7.150634810382019e-06,4.0369846777978234e-05
belimb,6.661647543756132e-06,0.00025652775187235473,6.7321605712066565e-06
beluk,6.6483900657700084e-06,7.126165694898615e-06,4.039296299475156e-05
benarbenar,0.00010632283786958678,4.275696768314677e-05,6.784234865912287e-06
benarsalah,6.6483900549763565e-06,7.126165682525516e-06,4.03929630173703e-05
bencana,8.7186108483603e-05,2.769323507771132e-05,4.039294948232277e-05
benchmark,3.98342761693345e-05,7.1261657112526906e-06,6.7889306605822455e-06
benchmart,3.920544323947701e-05,7.860281118463461e-06,6.732160733147314e-06
benda,0.0002022551354451918,4.459028219755615e-05,7.62152409972143e-05
bendabenda,6.648390088625232e-06,7.1261657211124946e-06,4.039296294684363e-05
bendahara,7.297395204526608e-05,7.126165742272384e-06,6.892493409643511e-06
bendera,7.299389650690164e-05,7.1261657167490204e-06,6.872297669486643e-06
bendungan,3.989033983616198e-05,7.1261656984454906e-06,6.732160596882799e-06
benedict,7.313228983325858e-05,7.1261656935629885e-06,6.732160592400735e-06
bengawan,3.989033982217489e-05,7.126165706177181e-06,6.732160603741863e-06
bengkel,6.648390053970753e-06,7.126165681322707e-06,7.405376563450154e-05
benteng,7.313228983752246e-05,7.126165691244596e-06,6.73216059027336e-06
bentuk,0.0007517251443731412,0.0022587467528991196,0.0012317565915213337
bentukan,6.659524137179099e-06,7.126165695953437e-06,4.038168863167125e-05
bentuknya,6.675576518563526e-06,7.148904425180977e-06,7.400475509643833e-05
benua,6.648390131603557e-06,4.2478540549290186e-05,6.995217886566142e-06
benyanyi,6.648390062362778e-06,7.126165691119323e-06,4.0392963001772084e-05
ber,6.648390072213968e-06,4.2587634597519374e-05,6.8921556992660905e-06
bera,3.9882691296878365e-05,7.1525637200708505e-06,0.00037698379579551207
berafiliasi,3.9805980652446376e-05,7.126165718864013e-06,6.817582697211867e-06
beragam,0.00018677042747030566,0.0002087770824657548,0.00023973335573725509
beragaman,6.648390074702621e-06,7.126165705263567e-06,4.039296297591444e-05
beragamnya,6.648390077828139e-06,4.275699352585839e-05,6.732160606239677e-06
berakibat,3.9890339812593075e-05,4.275699377192544e-05,6.732160629979275e-06
beraktivita,8.11190172786705e-06,4.118830887976235e-05,6.732160734756529e-06
beranda,6.64839005609584e-06,7.126165683725245e-06,4.03929630151033e-05
beranggapan,6.961645145835094e-06,7.719443443004811e-05,7.542363388448322e-06
beranggotakan,3.989033987930937e-05,7.126165674865982e-06,6.732160575467733e-06
berangkat,0.00010635278971034996,7.126165681490074e-06,6.753880988791639e-06
berarah,6.64839009135754e-06,7.12616572428121e-06,4.039296294108335e-05
berarsitektur,0.00013957113710095983,7.126165693057392e-06,6.777780970913999e-06
beras,0.00019204606029065487,0.0004593091404231518,6.503269284904043e-05
berasitektur,3.98342761693345e-05,7.1261657112526906e-06,6.7889306605822455e-06
berasumsi,3.9583553375398344e-05,7.126165796846406e-06,7.042812511205789e-06
berat,0.00010247222500736355,0.00015380603431377771,6.756600628185425e-06
beratkan,6.702945984134545e-06,7.1261657246566735e-06,4.0337719636975075e-05
berbagi,3.9890339870461445e-05,7.126165679643435e-06,6.732160579913798e-06
berbahasa,0.00034050670483206345,6.964676534978503e-05,0.00021549779617788703
berbahaya,7.31323038593254e-05,4.275697868336689e-05,6.732160648536327e-06
berbakat,3.989033986568526e-05,7.126165682311921e-06,6.732160582229191e-06
